DATAFLOW,LAST UPDATE,freq,unit,animals,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3130,SK,2005,180,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3130,SK,2006,142,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3130,SK,2007,142,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3130,SK,2008,106,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3130,SK,2009,145,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3130,SK,2010,2,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3130,SK,2011,18,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3130,UK,2003,611,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3130,UK,2004,3975,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3130,UK,2005,7456,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3130,UK,2006,2883,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3130,UK,2007,13852,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3130,UK,2008,12735,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3130,UK,2009,9981,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3130,UK,2010,6900,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3130,UK,2011,9155,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,BE,1999,2177,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,BE,2000,9702,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,BE,2001,6133,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,BE,2002,4614,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,BE,2003,5210,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,BE,2004,7203,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,BE,2005,6913,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,BE,2006,10717,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,BE,2007,10017,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,BE,2008,10498,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,BE,2009,9168,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,BE,2010,13140,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,BE,2011,12632,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,BG,2007,0,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,BG,2009,69,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,BG,2011,96,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,CH,1997,11570,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,CH,1998,13971,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,CH,1999,14414,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,CH,2000,13408,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,CH,2001,13965,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,CH,2002,13662,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,CH,2003,15757,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,CH,2004,16818,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,CH,2005,16467,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,CH,2006,16730,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,CH,2007,14269,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,CH,2008,13858,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,CH,2009,13706,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,CH,2010,14355,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,CY,2009,0,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,CZ,2004,704,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,CZ,2006,728,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,CZ,2007,1051,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,CZ,2008,970,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,CZ,2009,1320,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,CZ,2010,1670,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,CZ,2011,1519,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,DK,1998,47692,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,DK,1999,63652,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,DK,2000,64801,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,DK,2001,63179,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,DK,2002,75639,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,DK,2003,70089,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,DK,2004,55083,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,DK,2005,50494,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,DK,2006,56537,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,DK,2008,95668,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,DK,2009,103476,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,DK,2010,91292,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,DK,2011,85626,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,EE,2005,101,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,EE,2006,113,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,EE,2007,86,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,EE,2008,93,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,EE,2009,112,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,EE,2010,39,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,EE,2011,803,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,EL,2002,1238,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,EL,2003,1770,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,EL,2004,25180,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,EL,2005,106020,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,EL,2006,87669,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,EL,2007,73793,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,EL,2008,18835,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,EL,2009,14791,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,EL,2010,11435,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,EL,2011,7525,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,ES,2010,4570,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,ES,2011,4224,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,FI,2000,4778,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,FI,2001,3948,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,FI,2002,3535,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,FI,2003,2628,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,FI,2004,2130,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,FI,2005,2430,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,FI,2006,1872,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,FI,2007,1720,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,FI,2008,1774,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,FI,2009,1978,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,FI,2010,2477,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,FI,2011,2407,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,FR,2001,58889,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,FR,2010,87826,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,FR,2011,94295,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,HR,2009,980,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,HR,2010,71,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,HR,2011,230,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,HU,2008,3596,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,IE,2005,650,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,IE,2006,800,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,IE,2007,925,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,IE,2008,1025,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,IE,2009,700,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,IT,2003,5288,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,IT,2004,12503,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,IT,2005,17319,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,IT,2006,18166,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,IT,2007,16195,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,IT,2008,22610,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,IT,2009,17716,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,IT,2010,19206,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,IT,2011,21229,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,LT,2004,83,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,LT,2005,59,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,LT,2006,160,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,LT,2007,239,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,LT,2008,234,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,LT,2009,231,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,LT,2010,431,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,LU,2002,204,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,LU,2009,423,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,LV,2004,1207,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,LV,2005,3220,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,LV,2006,4942,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,LV,2007,3327,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,LV,2008,3314,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,LV,2009,5206,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,LV,2010,5417,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,LV,2011,4699,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,MT,2005,0,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,MT,2006,0,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,NL,1998,3604,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,NL,1999,8467,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,NL,2000,8297,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,NL,2001,8733,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,NL,2002,41220,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,NL,2003,26762,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,NL,2004,25623,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,NL,2005,22168,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,NL,2006,23561,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,NL,2007,50789,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,NL,2008,70289,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,NL,2009,33000,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,NL,2010,33000,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,NL,2011,29600,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,NO,2002,275,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,NO,2003,280,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,NO,2004,462,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,NO,2005,272,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,NO,2006,942,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,NO,2007,1197,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,NO,2008,1610,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,NO,2009,1501,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,NO,2010,2460,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,NO,2011,1207,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,PL,2008,9776,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,PL,2009,6353,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,PL,2010,8780,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,PL,2011,4611,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,RO,2006,9,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,RO,2007,0,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,RO,2008,36,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,RO,2009,0,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,RO,2010,0,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,RO,2011,201,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,SE,2003,18596,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,SE,2004,18902,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,SE,2005,20735,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,SE,2006,20876,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,SE,2009,27105,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,SE,2010,27592,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,SE,2011,24430,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,SI,2004,1138,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,SI,2005,1741,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,SI,2006,1535,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,SI,2007,1153,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,SI,2008,1244,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,SI,2009,1026,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,SI,2010,1052,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,SI,2011,1061,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,SK,2004,30,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,SK,2005,26,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,SK,2006,16,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,SK,2007,16,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,SK,2008,14,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,SK,2009,13,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,SK,2010,62,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,SK,2011,81,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,UK,2003,44964,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,UK,2004,40144,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,UK,2005,20795,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,UK,2006,25183,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,UK,2007,29438,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,UK,2008,49190,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,UK,2009,33240,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,UK,2010,34143,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A3132,UK,2011,37843,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,AT,2002,77180,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,AT,2004,79194,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,AT,2005,79551,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,AT,2006,81318,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,AT,2007,84081,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,AT,2008,85607,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,AT,2009,94130,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,BE,1999,4779,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,BE,2000,7530,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,BE,2001,7480,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,BE,2002,7770,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,BE,2003,6521,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,BE,2004,7086,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,BE,2005,10636,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,BE,2006,13330,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,BE,2007,12688,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,BE,2008,11276,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,BE,2009,9211,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,BE,2010,9506,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,BE,2011,12216,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,BG,2006,1054,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,BG,2007,1690,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,BG,2008,2471,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,BG,2009,5831,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,BG,2010,6698,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,BG,2011,6648,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,CH,1997,44945,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,CH,1998,54049,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,CH,1999,60887,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,CH,2000,62468,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,CH,2001,66318,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,CH,2002,76613,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,CH,2003,85550,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,CH,2004,90202,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,CH,2005,92144,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,CH,2006,90557,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,CH,2007,91091,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,CH,2008,91874,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,CH,2009,86997,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,CH,2010,86432,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,CY,2009,612,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,CZ,2004,31631,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,CZ,2005,24230,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,CZ,2006,39967,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,CZ,2007,58936,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,CZ,2008,64559,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,CZ,2009,53038,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,CZ,2010,57587,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,CZ,2011,79657,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,DK,1998,9372,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,DK,1999,10928,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,DK,2000,12507,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,DK,2001,12187,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,DK,2002,13957,
ESTAT:ORG_LSTSPEC_H(1.0),13/02/2019 23:00,A,NR,A4100,DK,2003,12860,
